name,address,lat,lon,phone,homepage
서초구,서초구 남부순환로 2584,37.4836248649455,127.032683002019,2155-6114,seocho.go.kr
강남구,강남구 학동로 426,37.5179681611717,127.047059839521,3423-5114,gangnam.go.kr
송파구,송파구 올림픽로 326,37.514477182474,127.105859984389,2147-2000,songpa.go.kr
강동구,강동구 성내로 25,37.530160973856,127.12379233466,1577-1188,gangdong.go.kr
부산광역시,연제구 중앙대로 1001,35.17992598569,129.07509523457,(051)120,busan.go.kr
중구,중구 중구로 120,35.1062062247712,129.032358909035,600-4000,bsjunggu.go.kr
서구,서구 구덕로 120,35.0975389551605,129.023426203707,240-4000,bsseogu.go.kr
동구,동구 구청로 1,35.1292975675514,129.045298203371,466-7191,bsdonggu.go.kr
영도구,영도구 태종로 423,35.0912174458851,129.067910492443,419-4000,yeongdo.go.kr
부산진구,부산진구 시민공원로 30,35.162830637421,129.05318830381,605-4000,busanjin.go.kr
동래구,동래구 명륜로 94번길 55,,,550-4000,dongnae.go.kr
남구,남구 못골로 19,35.1365216386863,129.084428572618,607-4000,bsnamgu.go.kr
북구,북구 낙동대로 1570번길 33,35.1968825080786,128.990095451939,309-4000,bsbukgu.go.kr
해운대구,해운대구 중동2로 11,35.1631399226568,129.163561263676,749-4000,haeundae.go.kr
사하구,사하구 낙동대로 398번길 12,35.1045019580248,128.974790181016,220-4000,saha.go.kr
금정구,금정구 중앙대로 1777,35.2420540392893,129.092454461699,519-4000,geumjeong.go.kr
강서구,강서구 낙동북로 477,35.2122029412715,128.980585063107,970-4000,bsgangseo.go.kr
연제구,연제구 연제로 2,35.1762117404623,129.07974560596,665-4000,yeonje.go.kr
수영구,수영구 남천동로 100,35.145370159138,129.112369419599,610-4000,suyeong.go.kr
사상구,사상구 학감대로 242,35.1525507231581,128.991456131232,310-4000,sasang.go.kr
기장군,기장군 기장읍 기장대로 560,35.2434815827191,129.222956025904,709-4000,gijang.go.kr
대구광역시,중구 공평로 88 ,35.8715665189534,128.601258980014,(053)120,daegu.go.kr
중구,중구 국채보상로 139길1 ,35.8693256621114,128.60615767581,661-2000,jung.daegu.kr
동구,동구 아양로 207 ,35.8868105755475,128.636075097087,662-2000,dong.daegu.kr
서구,서구 국채보상로 257,35.8723387527958,128.559279224869,663-2000,dgs.go.kr
남구,남구 이천로 51,35.8457841445375,128.597259963486,664-2000,nam.daegu.kr
북구,북구 옥산로 65 ,35.8856892647204,128.582847699093,665-2000,buk.daegu.kr
수성구,수성구 달구벌대로 2450,35.8582000811537,128.630629788584,666-2000,suseong.kr
달서구,달서구 학산로 45 ,35.8299155224738,128.532835550073,667-2000,dalseo.daegu.kr
달성군,달성군 논공읍 달성군청로 33,35.7746631676172,128.431389741374,668-2000,dalseong.daegu.kr
인천광역시,남동구 정각로 29,37.4560499608337,126.705255744089,(032)120,incheon.go.kr
중구,중구 신포로 27번길 80,37.4740806732311,126.621339693079,760-7114,icjg.go.kr
동구,동구 금곡로 67,37.4734098106142,126.642908179264,770-6114,icdonggu.go.kr
남구,남구 독정이로 95,37.463476921256,126.649980149662,887-1011,namgu.incheon.kr
연수구,연수구 원인재로 115,37.409493814977,126.678337878586,749-7114,yeonsu.go.kr
남동구,남동구 소래로 633,37.447388393185,126.73067742914,466-3811,namdong.go.kr
부평구,부평구 부평대로 168,37.5070683146994,126.721856264828,509-6114,icbp.go.kr
계양구,계양구 계산새로 88,37.5374405601649,126.737760072912,551-5701,gyeyang.go.kr
서구,서구 서곶로 307,37.5450349947206,126.675597819387,562-5301,seo.incheon.kr
강화군,강화군 강화읍 강화대로 394,37.74615860241,126.487740729901,930-3114,ganghwa.go.kr
옹진군,남구 매소홀로 120,37.4465704652678,126.636745389227,899-2114,ongjin.go.kr
광주광역시,서구 내방로 111,35.1600994105234,126.851461925213,(062)120,gwangju.go.kr
동구,동구 서남로 1,35.1461417002004,126.92309316107,608-2114,donggu.kr
서구,서구 경열로 33,35.1520290256721,126.890112188537,365-4114,seogu.gwangju.kr
남구,남구 봉선로 1,35.1329064682079,126.902447908848,651-9020,namgu.gwangju.kr
북구,북구 우치로 77,35.1742906320565,126.912124473449,510-1500,bukgu.gwangju.kr
광산구,광산구 광산로29번길 15,35.1396474365046,126.79364427408,960-8114,gwangsan.go.kr
대전광역시,서구 둔산로 100,36.3503849976553,127.384633005948,(042)120,daejeon.go.kr
동구,동구 동구청로 147,36.3120364990332,127.45491664858,251-4114,donggu.go.kr
중구,중구 중앙로 100,36.325575015009,127.421295267045,606-6114,djjunggu.go.kr
서구,서구 둔산서로 100,36.3550674046594,127.383372818339,611-6114,seogu.go.kr
유성구,유성구 대학로 211,36.3625918708861,127.356740887524,611-2114,yuseong.go.kr
대덕구,대덕구 대전로 1033번길 20,36.3467844923068,127.414715462632,608-6114,daedeok.go.kr
울산광역시,남구 중앙로 201,35.5390270962011,129.311356392207,(052)120,ulsan.go.kr
중구,중구 단장골길 1,35.5692154199966,129.332180384778,290-3000,junggu.ulsan.kr
남구,남구 돋질로 233,35.5437399917081,129.329521555592,275-7541,ulsannamgu.go.kr
동구,동구 봉수로 155,35.5050745976013,129.416442633895,209-3000,donggu.ulsan.kr
북구,북구 산업로 1010,35.5827074162639,129.36125360734,241-7000,bukgu.ulsan.kr
울주군,남구 문수로 382,,,229-7000,ulju.ulsan.kr
세종특별자치시,한누리대로 2130 (제1청사) 군청로 93 (제2청사),36.4800579897497,127.289039408864,(044)120 300-3114,sejong.go.kr
경기도,수원시 팔달구 효원로 1,37.2746661643172,127.009619860326,(031)120,gg.go.kr
경기도북부청사,의정부시 청사로1 ,37.7475366541515,127.071681775993,(031)120,gg.go.kr
수원시,수원시 팔달구 효원로 241,37.2634535000704,127.028662073932,1899-3300,suwon.go.kr
장안구,수원시 장안구 송원로 101,37.3040947298509,127.010400656538,1899-3300,jangan.suwon.go.kr
권선구,수원시 권선구 호매실로 12,37.2576341602533,126.971898464354,1899-3300,ksun.suwon.go.kr
팔달구,수원시 팔달구 창룡대로 23,37.2824901289746,127.019989784107,1899-3300,paldal.suwon.go.kr
영통구,수원시 영통구 효원로 407,37.2595989418968,127.046507788766,1899-3300,yt.suwon.go.kr
성남시,성남시 중원구 성남대로 997,37.4200218720325,127.126586301128,1577-3100,seongnam.go.kr
수정구,성남시 수정구 수정로 283,37.4507637529856,127.145928341571,1577-3100,sujeong-gu.or.kr
중원구,성남시 중원구 제일로 36,37.4303011191807,127.137093099038,1577-3100,jungwon-gu.or.kr
분당구,성남시 분당구 분당로 50,37.3826312209875,127.118955311185,1577-3100,bundang-gu.go.kr
고양시,고양시 덕양구 고양시청로 10,37.658413327413,126.831960106886,909-9000,goyang.go.kr
덕양구,고양시 덕양구 화중로104번길 13,37.6374656876385,126.832292918291,909-9000,goyang.go.kr/3gu/d_gu
일산동구,고양시 일산동구 중앙로 1256,37.6588819147947,126.774957001054,909-9000,goyang.go.kr/3gu/w_gu
일산서구,고양시 일산서구 중앙로 1542,37.6753145583525,126.750656113394,909-9000,goyang.go.kr/3gu/s_gu
용인시,용인시 처인구 중부대로 1199,37.2410193565378,127.177896258177,1577-1122,yongin.go.kr
처인구,용인시 처인구 금령로 50,37.2343799583504,127.201337164542,1577-1122,cheoingu.go.kr
기흥구,용인시 기흥구 관곡로 95,37.2804463019422,127.114700206346,1577-1122,giheunggu.go.kr
수지구,용인시 수지구 포은대로 435,37.3224857642691,127.097727789934,1577-1122,sujigu.go.kr
부천시,부천시 원미구 길주로 210,37.5035709606885,126.765349745352,(032)320-3000,bucheon.go.kr
안산시,안산시 단원구 화랑로 387,37.3225525736658,126.832711268963,1666-1234,iansan.net
상록구,안산시 상록구 석호로 110,37.3013353982266,126.846409976814,1666-1234,sangnok-gu.iansan.net
단원구,안산시 단원구 중앙대로 685,37.3197767270487,126.811754995919,1666-1234,danwon-gu.iansan.net
안양시,안양시 동안구 시민대로 235,37.3942980869639,126.956858356687,8045-2114,anyang.go.kr
만안구,안양시 만안구 안양로 128,37.3866426318216,126.932406831649,8045-3114,manan.anyang.go.kr
동안구,안양시 동안구 동안로 158,37.392511597204,126.951210951067,8045-4114,dongan.anyang.go.kr
남양주시,남양주시 경춘로 1037,37.636616841679,127.217995427756,592-4900,nyj.go.kr
남양주시(2청사),남양주시 경춘로 522,37.6102430253217,127.171961223238,592-4900,nyj.go.kr
화성시,화성시 남양읍 시청로 159,37.1998337419711,126.832623255186,1577-4200,hscity.go.kr
평택시,평택시 경기대로 245,36.9922987648024,127.112525334603,8024-5000,pyeongtaek.go.kr
의정부시,의정부시 시민로 1 ,37.7380644997826,127.033835448033,828-2114,ui4u.go.kr
시흥시,시흥시 시청로 20,37.3804222348831,126.804065215967,310-2114,siheung.go.kr
파주시,파주시 시청로 50,37.7600286711113,126.779919878758,940-4114,paju.go.kr
광명시,광명시 시청로 20,37.4791045947028,126.86482740008,1688-3399,gm.go.kr
김포시,김포시 사우중로 1,37.616063971697,126.714307496432,980-2114,gimpo.go.kr
군포시,군포시 청백리길 6,37.3610235158794,126.935316401547,392-3000,gunpo.go.kr
광주시,광주시 행정타운로 50,37.4292876633623,127.255069212664,760-2000,gjcity.go.kr
이천시,이천시 부악로 40,37.2721230777852,127.435036587502,644-2000,icheon.go.kr
양주시,양주시 부흥로 1533,37.7853533153053,127.044913003553,8082-4114,yangju.go.kr
오산시,오산시 성호대로 141,37.1490366159369,127.077663468393,8036-8036,osan.go.kr
구리시,구리시 아차산로 439,37.5943497638182,127.129640137928,557-1010,guri.go.kr
안성시,안성시 시청길 25,37.0083078624137,127.279209977315,678-2114,anseong.go.kr
포천시,포천시 중앙로 87,37.8947048945138,127.200331541867,538-2114,pcs21.go.kr
의왕시,의왕시 시청로 11,37.3454377013608,126.968239442296,345-2114,uw21.net
하남시,하남시 대청로 10,37.5393456277294,127.214776054013,790-6114,hanam.go.kr
여주시,여주시 세종로 1,37.2982137906158,127.636624376786,883-2114,yeoju.go.kr
양평군,양평군 양평읍 군청앞길 2,37.4917397537238,127.487680375367,773-5101,yp21.go.kr
동두천시,동두천시 방죽로 23 ,37.9036977131836,127.060692893288,860-2114,ddc.go.kr
과천시,과천시 관문로 69,37.4302215701575,126.986797527355,(02)502-5001,gccity.go.kr
가평군,가평군 가평읍 석봉로 181,37.8313195480319,127.509705314726,580-2114,gp.go.kr
연천군,연천군 연천읍 연천로 220,38.0965132153527,127.075258645133,839-2114,yeoncheon.go.kr
강원도,춘천시 중앙로 1,37.8800729197963,127.727907820318,(033)254-2011,provin.gangwon.kr
춘천시,춘천시 삭주로 3,37.8826132459035,127.733109463951,253-3700,chunchon.go.kr
원주시,원주시 시청로 1,37.3418962030101,127.919705385474,742-2111,wonju.go.kr
강릉시,강릉시 강릉대로 33,37.7532226734235,128.875443586651,660-2018,gangneung.go.kr
동해시,동해시 천곡로 77,37.5247160363066,129.114353204532,530-2114,dh.go.kr
태백시,태백시 태붐로 21,37.1642101633247,128.986561209332,552-1360,taebaek.go.kr
속초시,속초시 중앙로 183,38.2076459987597,128.591956790966,639-2114,sokcho.gangwon.kr
삼척시,삼척시 중앙로 296,37.4498744683541,129.165621734832,572-2011,samcheok.go.kr
홍천군,홍천군 홍천읍 석화로 93,37.6974143662141,127.88881429789,432-7801,hongcheon.gangwon.kr
횡성군,횡성군 횡성읍 태기로 15,37.4920675417656,127.985151422152,340-2114,hsg.go.kr
영월군,영월군 영월읍 하송로 64,37.1843553441793,128.461932528035,1577-0545,yw.go.kr
평창군,평창군 평창읍 군청길 77,37.3712722931159,128.390127489581,330-2000,happy700.or.kr
정선군,정선군 정선읍 봉양3길 21,37.3806174052212,128.660837697727,562-3911,jeongseon.go.kr
철원군,철원군 갈말읍 삼부연로 51,38.1467630109648,127.313401631163,450-5114,cwg.go.kr
화천군,화천군 화천읍 화천새싹길 45,38.1056206855251,127.707927506573,442-1211,ihc.go.kr
양구군,양구군 양구읍 관공서로 38,38.109986189064,127.989945522474,481-2191,yanggu.go.kr
인제군,인제군 인제읍 인제로 187번길 8,38.0696897671828,128.170349022337,1588-2201,inje.go.kr
고성군,고성군 간성읍 고성중앙길 9,38.3812972442843,128.46804419838,680-3114,gwgs.go.kr
양양군,양양군 양양읍 군청길 1,38.0754874884823,128.61891591214,670-2114,yangyang.go.kr
충청북도,청주시 상당구 상당로 82,36.6353867908159,127.491428436987,(043)220-211,chungbuk.go.kr
청주시,청주시 상당구 상당로 155,36.6422067267719,127.489387396076,201-0001,cheongju.go.kr
상당구,청주시 상당구 상당로 69번길 38  ,36.6346892971136,127.488519269466,201-0001,cheongju.go.kr/sangdang
서원구,청주시 서원구 사직대로 227 ,36.6376530954656,127.469746071942,201-0001,cheongju.go.kr/seowon
흥덕구,청주시 흥덕구 대농로 88 ,36.6414786097362,127.431523834188,201-0001,cheongju.go.kr/heungdeok
청원구,청주시 청원구 직지대로 871 ,36.651585061327,127.486628035875,201-0001,cheongju.go.kr/cheongwon
충주시,충주시 으뜸로 21,36.9907359509905,127.926555045286,043-120,chungju.go.kr
제천시,제천시 내토로 295,37.1330132858757,128.191498667819,641-5114,okjc.go.kr
보은군,보은군 보은읍 군청길 38,36.4897036279608,127.729748179994,540-3000,boeun.go.kr
옥천군,옥천군 옥천읍 중앙로 99,36.3058564614158,127.571572404035,730-3114,oc.go.kr
영동군,영동군 영동읍 동정로 1,36.1749000278544,127.783172597514,740-3114,yd21.go.kr
증평군,증평군 증평읍 광장로 88,36.7853791275947,127.581519771652,835-3114,jp.go.kr
진천군,진천군 진천읍 상산로 13,36.854892554582,127.435764204169,539-3114,jincheon.go.kr
괴산군,괴산군 괴산읍 임꺽정로 90,36.8157489764656,127.787533023794,830-3114,goesan.go.kr
음성군,음성군 음성읍 중앙로 173,36.9402813205573,127.690513800537,871-3114,eumseong.go.kr
단양군,단양군 단양읍 중앙1로 10,36.9845559836361,128.36630118703,420-3114,dy21.net
충청남도,홍성군 홍북면 충남대로 21 ,36.6590416999343,126.673057036952,041-120,chungnam.go.kr
천안시,천안시 번영로 156,36.8161298541125,127.113046978689,1577-3900,cheonan.go.kr
동남구,천안시 동남구 영성로 98,,,521-4114,dongnam.cheonan.go.kr
서북구,천안시 서북구 성거읍 봉주로 75,36.8787154293247,127.155998212373,521-6114,seobuk.cheonan.go.kr
공주시,공주시 봉황로 1,36.4461617427402,127.119069274839,1588-0088,gongju.go.kr
보령시,보령시 성주산로 77,36.3336247880861,126.612896246437,930-3114,boryeong.chungnam.kr
아산시,아산시 시민로 456,36.7902550560626,127.001910693155,540-2114,asan.go.kr
서산시,서산시 관아문길 1,36.7840082664605,126.449574766735,660-2114,seosan.go.kr
논산시,논산시 시민로 210번길 9,36.1875524993012,127.098257998617,746-5114,nonsan.go.kr
당진시,당진시 시청1로 1 ,36.8897414295142,126.645971032203,350-3114,dangjin.go.kr
계룡시,계룡시 장안로 46,36.2744500923755,127.248778386314,840-2114,gyeryong.go.kr
금산군,금산군 금산읍 군청길 13,36.1089094496382,127.487798920016,750-2114,geumsan.go.kr
부여군,부여군 부여읍 사비로 33,36.2757349683971,126.909772511932,830-2114,buyeo.go.kr
서천군,서천군 서천읍 군청로 57,36.0802365421819,126.691302664299,950-4114,seocheon.go.kr
청양군,청양군 청양읍 문화예술로 222,36.4596022465088,126.802612228109,940-2114,cheongyang.go.kr
홍성군,홍성군 홍성읍 아문길 27,36.6017210411625,126.661389171054,630-1114,hongseong.go.kr
예산군,예산군 예산읍 사직로 33,,,339-7114,yesan.go.kr
태안군,태안군 태안읍 군청로 1,36.7459405772509,126.298362717038,670-2114,taean.go.kr
전라북도,전주시 완산구 효자로 225,35.8194621650578,127.106396942356,(063)280-2114,jeonbuk.go.kr
전주시,전주시 완산구 노송광장로 10,35.8240945439401,127.148043689418,222-1000,jeonju.go.kr
완산구,전주시 완산구 서원로 232,35.8121800894326,127.119784986426,220-5114,wansangu.jeonju.go.kr
덕진구,전주시 덕진구 벚꽃로 55,35.8293350155675,127.135183011058,270-6666,deokjingu.jeonju.go.kr
군산시,군산시 시청로 17,35.9676029784227,126.736867639844,454-4000,gunsan.go.kr
익산시,익산시 인북로 32길 1,35.9486309855742,126.957911101192,1577-0072,iksan.go.kr
정읍시,정읍시 충정로 234,35.5693302922261,126.856294984676,539-7114,jeongeup.go.kr
남원시,남원시 시청로 60,35.4164245410759,127.390465209588,620-6114,namwon.go.kr
김제시,김제시 중앙로 40,35.8037242068498,126.879972252205,540-3114,gimje.go.kr
완주군,완주군 용진읍 지암로 61,35.9053550702997,127.160781157709,290-2114,wanju.go.kr
진안군,진안군 진안읍 중앙로 67,35.7912618876949,127.424696490224,430-2114,jinan.go.kr
무주군,무주군 무주읍 주계로 97,36.0068453358911,127.660320761198,320-2114,muju.go.kr
장수군,장수군 장수읍 호비로 10,35.6470045981567,127.5215976583,351-2141,jangsu.go.kr
임실군,임실군 임실읍 수정로 30,35.617263747236,127.288998599737,640-2114,imsil.go.kr
순창군,순창군 순창읍 경천로 33,35.3744510834107,127.13753084154,650-1114,sunchang.go.kr
고창군,고창군 고창읍 중앙로 245,35.435790555872,126.702065510968,564-2121,gochang.go.kr
부안군,부안군 부안읍 당산로 91,35.7317042550259,126.733073177305,580-4191,buan.go.kr
전라남도,무안군 삼향읍 오룡길 1,34.8174727676363,126.465415935304,(061)247-0011,jeonnam.go.kr
목포시,목포시 양을로 203,34.8115348469607,126.391282540059,272-2171,mokpo.go.kr
여수시,여수시 시청로 1,34.7601504970898,127.661564690207,1899-2012,yeosu.go.kr
순천시,순천시 장명로 30,34.9501884198965,127.487374419879,749-3114,suncheon.go.kr
나주시,나주시 시청길 22,35.0157841359275,126.71083885812,339-8114,naju.go.kr
광양시,광양시 시청로 33,34.9406319064615,127.695967655791,797-2114,gwangyang.go.kr
담양군,담양군 담양읍 추성로 1371,35.3206207008318,126.988540608459,380-3114,damyang.go.kr
곡성군,곡성군 곡성읍 군청로 50,35.282156311934,127.292655369317,363-2011,gokseong.go.kr
구례군,구례군 구례읍 봉성로 1,35.2019063613509,127.463900100809,782-2014,gurye.go.kr
고흥군,고흥군 고흥읍 흥양길 40,34.6114112579202,127.285032236896,830-5114,goheung.go.kr
보성군,보성군 보성읍 송재로 165,34.7714835388819,127.08002130789,852-2181,boseong.go.kr
화순군,화순군 화순읍 동헌길 23,35.0645900906515,126.986168821546,374-0001,hwasun.go.kr
장흥군,장흥군 장흥읍 장흥로 21,34.6817011854912,126.907014464367,863-7071,jangheung.go.kr
강진군,강진군 강진읍 탐진로 111 ,34.6417251459531,126.76732588106,430-3114,gangjin.go.kr
해남군,해남군 해남읍 군청길 4,34.5731965868762,126.599959914844,530-5114,haenam.go.kr
영암군,영암군 영암읍 군청로 1,34.8001906336849,126.696800246875,470-2114,yeongam.go.kr
무안군,무안군 무안읍 무안로 530,34.9910461440548,126.481898957424,450-5114,muan.go.kr
함평군,함평군 함평읍 중앙길 200,35.0658483478338,126.516218813393,320-3114,hampyung.go.kr
영광군,영광군 영광읍 중앙로 203,35.2768855924263,126.51235624528,350-5114,yeonggwang.go.kr
장성군,장성군 장성읍 영천로 200,35.3019123132952,126.78487673217,393-1989,jangseong.go.kr
완도군,완도군 완도읍 청해진남로 51,34.3110116261616,126.754991355652,550-5114,wando.go.kr
진도군,진도군 진도읍 철마길 25,34.4868321091812,126.263576357914,544-2181,jindo.go.kr
신안군,신안군 압해읍 천사로 1004,34.8336021815033,126.351425287896,271-1004,shinan.go.kr
경상북도,안동시 풍천면 도청대로 455,36.5761205474728,128.505722686385,(054)880-2114,gb.go.kr
포항시,포항시 남구 시청로 1,36.0187800257203,129.343946746393,(054)270-8282,pohang.go.kr
남구,포항시 남구 희망대로 790,36.0077686549153,129.359325099263,270-6222,pohang.go.kr/namgu
북구,포항시 북구 중앙로 325,36.0419971545106,129.365711049658,240-7222,pohang.go.kr/bukgu
경주시,경주시 양정로 260,35.8565095232093,129.224736500225,779-8585,gyeongju.go.kr
김천시,김천시 시청1길 1,36.1397151155223,128.11330773026,420-6114,gimcheon.go.kr
안동시,안동시 퇴계로 115,36.5681878023317,128.730260547553,840-6114,andong.go.kr
구미시,구미시 송정대로 55,36.1200142028353,128.343821307913,480-6114,gumi.go.kr
영주시,영주시 시청로 1,36.806218711839,128.622901373348,634-3100,yeongju.go.kr
영천시,영천시 시청로 16,35.9732122483817,128.93847627838,330-6000,yc.go.kr
상주시,상주시 상산로 223,36.4113827694825,128.158738608852,533-2001,sangju.go.kr
문경시,문경시 당교로 225,36.5869233979831,128.187405044754,552-3210,gbmg.go.kr
경산시,경산시 남매로 159,35.825303450468,128.741819691839,(053)811-2231,gbgs.go.kr
군위군,군위군 군위읍 군청로 200,36.2430301109681,128.572967526935,(054)380-6114,gunwi.go.kr
의성군,의성군 의성읍 군청길 31,36.3529062937216,128.697249361971,830-6114,usc.go.kr
청송군,청송군 청송읍 군청로 51,36.4362517397126,129.05707191398,1577-7997,cs.go.kr
영양군,영양군 영양읍 군청길 37,36.6673657743067,129.112662912903,682-2241,yyg.go.kr
영덕군,영덕군 영덕읍 군청길 116,36.4150338804408,129.365401227275,730-6114,yd.go.kr
청도군,청도군 화양읍 청화로 70,35.647252575783,128.733999266077,370-6114,cd.go.kr
고령군,고령군 대가야읍 왕릉로 55,35.7244719773383,128.261857711834,954-2201,goryeong.go.kr
성주군,성주군 성주읍 성주로 3200,35.9192273307355,128.283009369673,933-0021,sj.go.kr
칠곡군,칠곡군 왜관읍 군청1길 80,35.9957929851506,128.401639044408,979-6114,chilgok.go.kr
예천군,예천군 예천읍 군청길 33,36.6576982702679,128.452977860994,654-3801,ycg.kr
봉화군,봉화군 봉화읍 봉화로 1111,36.8931441999373,128.732497602983,679-6114,bonghwa.go.kr
울진군,울진군 울진읍 울진중앙로 121,36.9930706136202,129.400679433761,782-1501,uljin.go.kr
울릉군,울릉군 울릉읍 도동2길 66,37.4843331744993,130.905642182244,791-2191,ulleung.go.kr
경상남도,창원시 의창구 중앙대로 300,35.2378032514675,128.691940442146,(055)211-2114,gyeongnam.go.kr
창원시,창원시 의창구 중앙대로 151,,,1899-111,changwon.go.kr
의창구,창원시 의창구 태복산로 15번길8,35.2539403841184,128.63992461167,212-2114,uichang.changwon.go.kr
성산구,창원시 성산구 창원대로 1086,35.1983014243875,128.702796115622,272-2114,seongsan.changwon.go.kr
마산합포구,창원시 마산합포구 3&#65381;15대로 210,35.1969542699155,128.567863579661,220-2114,masanhp.changwon.go.kr
마산회원구,창원시 마산회원구 삼호로 63,35.2219848625101,128.579580117268,230-2114,masanhw.changwon.go.kr
진해구,창원시 진해구 진해대로 1101,35.131470934474,128.710235537961,548-2114,jinhae.changwon.go.kr
진주시,진주시 동진로 155,35.1802432613252,128.108822830868,749-2114,jinju.go.kr
통영시,통영시 통영해안로 515,34.8543422776641,128.433177937985,1577-0557,tongyeong.go.kr
사천시,사천시 용현면 시청로 77,35.0035881294622,128.064746550268,831-2114,sacheon.go.kr
김해시,김해시 김해대로 2401,35.2286111782636,128.889394622761,1577-9400,gimhae.go.kr
밀양시,밀양시 밀양대로 2047,35.5034482908636,128.747419157463,359-5114,miryang.go.kr
거제시,거제시 계룡로 125,34.8805543084654,128.62078918694,639-3000,geoje.go.kr
양산시,양산시 중앙로 39,35.3351250615612,129.038117401224,392-2114,yangsan.go.kr
의령군,의령군 의령읍 충익로 63,35.3223727308623,128.261394895778,570-2114,uiryeong.go.kr
함안군,함안군 가야읍 말산로 1,35.2724904048531,128.406538263943,580-2114,haman.go.kr
창녕군,창녕군 창녕읍 군청길 1,35.5451632609156,128.493023647817,530-1000,cng.go.kr
고성군,고성군 고성읍 성내로 130,34.9727387056627,128.32231329932,670-2114,goseong.go.kr
남해군,남해군 남해읍 망운로9번길 12,34.8378709500742,127.892892737807,860-3114,namhae.go.kr
하동군,하동군 하동읍 군청로 23,35.067338852176,127.751323018573,880-2114,hadong.go.kr
산청군,산청군 산청읍 산엔청로 1,35.4151686190511,127.873112676479,970-6000,sancheong.go.kr
함양군,함양군 함양읍 고운로 35,35.5215042019181,127.724508443674,960-5114,hygn.go.kr
거창군,거창군 거창읍 중앙로 103,35.6866823204409,127.909545935695,940-3114,geochang.go.kr
합천군,합천군 합천읍 동서로 119,35.5666515213319,128.165826183454,930-3114,hc.go.kr
제주특별자치도,제주시 문연로 6,33.4882207234688,126.497722598412,(064)-120,jeju.go.kr
제주시,제주시 광양9길 10,33.5002142104177,126.532217532238,(064)-120,jejusi.go.kr
서귀포시,서귀포시 중앙로 105 (제1청사) 서귀포시 신중로 55 (제2청사),33.2539547145487,126.559588270998,(064)-120,seogwipo.go.kr
